lat,lng
0.791207522,0.170477645
0.844701479,0.714641407
0.739958192,0.741671583
0.617725471,0.782011077
0.504209282,0.244530405
0.50738085,0.972205354
0.719155237,0.111668345
0.12726379,0.456972826
0.773417313,0.728660191
0.514545288,0.691476753
0.813853893,0.205311312
0.287061406,0.697268437
0.30021007,0.683015193
0.063009494,0.281323674
0.237912827,0.873864444
0.157763991,0.437087461
0.802198199,0.825540136
0.554239528,0.501261067
0.479529661,0.250534905
0.786670561,0.514411087
0.130638047,0.892052258
0.597682087,0.790562576
0.813713192,0.107397712
0.453606029,0.778810961
0.922732425,0.982727087
0.342637136,0.942425747
0.01244929,0.74065105
0.969809723,0.145774075
0.076635048,0.03420281
0.199631461,0.803109668
0.354196012,0.533965387
0.047720227,0.291996719
0.711068671,0.947733328
0.231162009,0.863419655
0.241204693,0.805374367
0.488159844,0.827525316
0.913770194,0.87232222
0.428005103,0.777688724
0.072431842,0.735833488
0.360355496,0.568678999
0.787213884,0.936689917
0.325494534,0.682423262
0.887551163,0.920530499
0.006949375,0.007824879
0.614506709,0.224308341
0.327002447,0.409350673
0.708486218,0.736091762
0.659998944,0.718943799
0.038499814,0.777946547
0.861988342,0.752545623
0.627837665,0.50062415
0.762842593,0.097642958
0.18707679,0.752063301
0.219920023,0.596350318
0.541553238,0.194039509
0.547944497,0.155104333
0.237438747,0.75989892
0.813869535,0.399315687
0.999494898,0.575567027
0.277879638,0.295446065
0.687713898,0.590044797
0.597393641,0.524362177
0.280837526,0.853563191
0.569208847,0.521566989
0.356993251,0.39947358
0.093843699,0.806318983
0.651787542,0.26352051
0.912030871,0.911981675
0.983763375,0.542525447
0.07394224,0.295906435
0.4193242,0.773789437
0.187690911,0.240613689
0.135347364,0.745997471
0.822205474,0.020111554
0.234561074,0.584338185
0.199713681,0.796794646
0.958566055,0.152927999
0.369676835,0.603278647
0.407051252,0.423450452
0.29603048,0.072240059
0.545254246,0.806470873
0.109068407,0.943010262
0.585159148,0.262628336
0.094695124,0.537706322
0.554281569,0.564881284
0.813985917,0.797457013
0.672094476,0.372408245
0.962495709,0.207855007
0.258784102,0.346714166
0.43571558,0.916163925
0.533441971,0.063740039
0.168029666,0.502209244
0.55544693,0.117923467
0.350869235,0.884229473
0.298130931,0.00557593
0.810408159,0.512228822
0.849587514,0.469346436
0.064485402,0.041383642
0.124573549,0.5960298
0.750449455,0.968808877
0.372763248,0.891800773
0.38844748,0.145277305
0.029404707,0.486504144
0.793896117,0.730208887
0.504300022,0.35537479
0.818997798,0.24285381
0.307679937,0.190368241
0.83280962,0.521786035
0.603539074,0.958328425
0.376130726,0.696323695
0.134100274,0.148331183
0.173310715,0.639816662
0.439794822,0.641623131
0.559666578,0.141716711
0.330144682,0.008197635
0.977527523,0.769939064
0.621872093,0.628806477
0.871291209,0.929478706
0.319713105,0.273430881
0.920058898,0.008982587
0.934894088,0.099260619
0.85641271,0.270738799
0.696462611,0.325241998
0.611106347,0.461611968
0.097236884,0.904031178
0.987970977,0.847053172
0.946853753,0.293258468
0.710676798,0.57865237
0.667673194,0.295171027
0.238380991,0.125990101
0.302654821,0.317844801
0.660773148,0.78568592
0.928075527,0.592147056
0.43781448,0.970708252
0.94848803,0.988239866
0.05916353,0.155725768
0.277764064,0.853022612
0.533700725,0.497447795
0.7327513,0.252740593
0.864450799,0.02395668
0.636125177,0.646374065
0.726846879,0.368582576
0.486731507,0.453471401
0.378340047,0.30915103
0.121408998,0.371595018
0.765430279,0.400005903
0.039284275,0.056966124
0.014386121,0.999217704
0.080911775,0.161671012
0.780155246,0.396389013
0.005832506,0.041286507
0.950056233,0.173615492
0.941472348,0.158118562
0.940680101,0.746585123
0.66127985,0.500178145
0.042218533,0.670334248
0.253108297,0.217506565
0.291397012,0.451855461
0.783213731,0.896245723
0.120821171,0.785148522
0.398918982,0.73447323
0.184814219,0.00607418
0.604191285,0.286745186
0.238946955,0.222623425
0.312017783,0.676495757
0.371260658,0.783929785
0.041690122,0.074541157
0.222155857,0.208602528
0.561228131,0.625191446
0.803731701,0.208436334
0.079653995,0.476049402
0.116758585,0.546331677
0.025667161,0.976369724
0.931146668,0.240654861
0.451565487,0.128437482
0.009970858,0.483292408
0.921046222,0.053399687
0.205956173,0.963178749
0.212332172,0.282416199
0.980720774,0.259466515
0.388512608,0.655117377
0.702908425,0.340225837
0.980315748,0.262041145
0.193517216,0.552533287
0.444497095,0.249892211
0.274365978,0.10682368
0.382441463,0.085771497
0.847230478,0.22948154
0.609029537,0.433606409
0.3844825,0.181824161
0.403318128,0.000264242
0.128457951,0.664942925
0.084569248,0.926840298
0.574705013,0.343200926
0.809109352,0.938011922
0.444591595,0.505652169
0.499629967,0.726063762
0.492571118,0.604724312
0.898417793,0.656343997
0.827027197,0.82442631
0.801364672,0.133278281
0.221099841,0.771305831
0.687679543,0.814625291
0.89708116,0.962425067
0.312699139,0.056082679
0.820663852,0.168330796
0.249962091,0.115572478
0.460729675,0.913930542
0.510123206,0.355369508
0.976919115,0.647400871
0.264015917,0.70732398
0.895688901,0.10897966
0.352379397,0.746653255
0.169132187,0.788712328
0.614575299,0.834546121
0.992687253,0.688954678
0.438632655,0.955276445
0.352138134,0.849348429
0.411057081,0.824200791
0.326650211,0.368806553
0.930743022,0.312195618
0.965213501,0.601094097
0.876667465,0.21926522
0.894498335,0.199925896
0.912458518,0.945925611
0.48475581,0.809629768
0.490439638,0.259361112
0.375295234,0.273610349
0.223009215,0.985452548
0.286035221,0.583531842
0.575611677,0.019592013
0.482961179,0.301154177
0.436054602,0.819865779
0.020830239,0.053563357
0.031733434,0.033730872
0.946413885,0.063040436
0.320400997,0.308702809
0.235459132,0.370126614
0.53431627,0.410452629
0.851679732,0.100084071
0.822440151,0.816141706
0.83868766,0.75594472
0.108232463,0.351169054
0.005713011,0.636970824
0.275363127,0.199361993
0.137134778,0.83577986
0.308107586,0.715783038
0.509014517,0.587537987
0.535269616,0.44362462
0.46174895,0.985889039
0.299753567,0.730522997
0.375047942,0.213018169
0.486144998,0.849297383
0.490044644,0.508589665
0.783237457,0.441448501
0.034438612,0.207912534
0.939289843,0.885577148
0.109960693,0.47941632
0.531428413,0.990962521
0.750953414,0.764516137
0.267845023,0.124231091
0.369332033,0.050216041
0.44639804,0.345436894
0.759766951,0.731510001
0.922678523,0.714412802
0.58991747,0.975397754
0.240498608,0.014245988
0.657898232,0.658946576
0.307056869,0.756915833
0.664139756,0.588878708
0.164154572,0.468136053
0.242901939,0.478194568
0.23764337,0.094796781
0.135406084,0.243496105
0.728060627,0.597087066
0.318548444,0.434835659
0.102434677,0.315100077
0.711747901,0.21815732
0.200652654,0.443716476
0.027698322,0.167458444
0.60237009,0.915231777
0.858895712,0.973755694
0.6286594,0.950687786
0.783322318,0.649014292
0.331906281,0.68857544
0.659960417,0.454732426
0.96444229,0.455881669
0.468120193,0.190940728
0.498545944,0.006386023
0.864480626,0.404114239
0.766229455,0.695439289
0.323237543,0.08739998
0.301154632,0.116068492
0.606284909,0.821161554
0.006546104,0.646977208
0.257485797,0.061872945
0.002963966,0.360944691
0.154504511,0.168489524
0.050914211,0.098873306
0.299419281,0.602820012
0.956062367,0.848156627
0.7445015,0.870583261
0.741038974,0.159156152
0.105376707,0.231975419
0.083415228,0.584639018
0.216371315,0.769805064
0.881751932,0.058961294
0.370684169,0.054650314
0.093614929,0.969302665
0.126661085,0.029551291
0.231768649,0.35956267
0.305784417,0.049310672
0.43948192,0.511939059
0.692924186,0.249629554
0.172735567,0.294680881
0.415905478,0.42151942
0.963516723,0.003707816
0.001328789,0.074498631
0.697397391,0.039828272
0.668373712,0.898006028
0.576643008,0.005393327
0.229134293,0.811171642
0.61943152,0.983718004
0.942429885,0.937316065
0.400252213,0.262567012
0.280340841,0.935689403
0.820766562,0.652926402
0.007209126,0.735707184
0.231815388,0.49716497
0.789161539,0.968495551
0.771134819,0.48427242
0.057838049,0.65626027
0.935599599,0.5342969
0.78382855,0.249166604
0.370822231,0.108169173
0.582944354,0.857248109
0.181955663,0.786869697
0.17325248,0.748031734
0.25366076,0.024039705
0.713745853,0.609923925
0.52347946,0.766280103
0.640754632,0.007419437
0.639906733,0.547146447
0.090727944,0.065074577
0.811672179,0.654589091
0.735974843,0.612455402
0.636191971,0.270137283
0.443669324,0.649186717
0.045570313,0.216297892
0.209881733,0.59801719
0.895328845,0.438562344
0.824863946,0.757153651
0.99509913,0.172663058
0.539829177,0.086293401
0.516650792,0.42201735
0.547712577,0.243535705
0.131148798,0.52350568
0.489417465,0.712030488
0.002977357,0.257319671
0.093185689,0.754562005
0.792934276,0.426267605
0.840529958,0.840322625
0.652762728,0.419301518
0.00897462,0.745440626
0.498131565,0.115793387
0.79509172,0.07847065
0.384800955,0.691354022
0.045347759,0.383938557
0.714835172,0.087290077
0.791128215,0.459813774
0.467018077,0.688741943
0.208845742,0.843449503
0.300993259,0.340531886
0.753068224,0.666165764
0.463483725,0.759057757
0.892426497,0.948750085
0.153757016,0.558520436
0.664177299,0.519061561
0.510301283,0.756525157
0.091246093,0.7180661
0.876307463,0.210098875
0.200417902,0.945866458
0.170400009,0.809308639
0.958569753,0.469335424
0.062210274,0.132429622
0.672181403,0.205653769
0.948719988,0.83621322
0.386656416,0.881024904
0.449785854,0.433865939
0.891065584,0.979412316
0.423004213,0.806066439
0.544017813,0.116671699
0.411609405,0.378025788
0.800901326,0.880906744
0.234130632,0.266346965
0.290478416,0.042231913
0.750559333,0.957594718
0.681153271,0.340918899
0.15766414,0.06761521
0.717933052,0.759462434
0.210142253,0.741253345
0.989296842,0.175415928
0.168754062,0.397129829
0.180419814,0.507166955
0.917427134,0.524580914
0.409553054,0.512464692
0.775427877,0.894157255
0.25144063,0.544806519
0.25855329,0.196835055
0.787531681,0.836484024
0.624797338,0.870630738
0.929732618,0.956017456
0.61054986,0.738632805
0.929938491,0.104207157
0.875632769,0.305098595
0.152945523,0.127208551
0.390083736,0.970437724
0.425140744,0.087023758
0.368613667,0.987934104
0.705239722,0.020817171
0.551851288,0.282588929
0.211756792,0.76150923
0.878230236,0.636843568
0.208929559,0.257435999
0.542765868,0.340882188
0.473393531,0.244123745
0.641609976,0.582558917
0.178794596,0.762938326
0.725459353,0.821225076
0.120247133,0.070994004
0.518224269,0.46986585
0.849189215,0.190914304
0.895227446,0.845042176
0.51188761,0.876285331
0.249470598,0.803627718
0.387149304,0.406117713
0.871722068,0.103141301
0.037530538,0.36292234
0.732687702,0.074446538
0.485663242,0.366271093
0.403302266,0.383422893
0.390151196,0.016434216
0.751535959,0.000139347
0.126898413,0.874327105
0.596580211,0.83806824
0.488294291,0.163641497
0.43114749,0.204458936
0.035749726,0.64774929
0.506551315,0.217864502
0.701279912,0.961592834
0.538066431,0.330790541
0.524408296,0.95453473
0.913870792,0.392443431
0.418559674,0.032988062
0.000721103,0.872657495
0.065561275,0.450542273
0.995045032,0.809075081
0.289228745,0.108177132
0.625362251,0.593137149
0.36405348,0.792851785
0.102228309,0.795328376
0.119367279,0.636118769
0.595105132,0.287924902
0.122698922,0.970751272
0.932425863,0.310007412
0.205608416,0.482729361
0.500473449,0.70987065
0.125054149,0.889074979
0.291835663,0.816859856
0.567011576,0.54017199
0.551735496,0.524776361
0.964879363,0.660095561
0.064273313,0.016805264
0.69707831,0.930904978
0.543680196,0.832982029
0.163138253,0.276161184
0.805177895,0.460789878
0.738907984,0.508692606
0.170565054,0.055470044
0.532995716,0.614714786
0.734709693,0.06210175
0.635152098,0.124352066
0.497717771,0.909517823
0.495881832,0.487156164
0.101526284,0.585633486
0.609415703,0.30145557
0.210139961,0.799502202
0.945728537,0.517719047
0.562152684,0.151268453
0.671692977,0.590883878
0.81283954,0.959171337
0.058245427,0.815162934
0.795197301,0.922754816
0.730043601,0.46461633
0.64897635,0.814773919
0.383613024,0.352976758
0.584192582,0.191487126
0.900773923,0.44523708
0.139696859,0.56573743
0.655581661,0.032482557
0.604166077,0.660630273
0.914489213,0.911253388
0.433834324,0.90311948
0.101077114,0.335782351
0.767416155,0.172102342
0.370803217,0.476381808
0.161369797,0.922550461
0.107281467,0.507336541
0.509960477,0.56686925
0.357038681,0.917272862
0.741198624,0.901292489
0.995267962,0.284219931
0.498895416,0.219289732
0.696364813,0.155043142
0.147039172,0.404883962
0.326000855,0.748272574
0.438950361,0.321553127
0.181816275,0.121334609
0.223631506,0.692498882
0.593200635,0.760937724
0.00803171,0.572518332
0.88845107,0.158776482
0.010456583,0.487325417
0.464502415,0.486161823
0.046757953,0.060835862
0.065384821,0.164536889
0.937746153,0.106710049
0.208636946,0.415123672
0.261196106,0.942566399
0.677002332,0.475517751
0.354942981,0.389264906
0.796359678,0.062125591
0.541854809,0.383327197
0.270944735,0.587375489
0.260870932,0.308712441
0.848209753,0.905483767
0.840457705,0.125171894
0.850764326,0.44395395
0.21276848,0.040666519
0.483835822,0.806438103
0.501823669,0.916839556
0.184203781,0.93677495
0.728573341,0.31131385
0.948821113,0.887846744
0.320863901,0.413063762
0.210214786,0.15302263
0.620574202,0.925982218
0.399653815,0.019969665
0.439563456,0.804626862
0.521483302,0.525476889
0.797035185,0.998507224
0.917529936,0.269118658
0.905095969,0.183611991
0.957389502,0.773924447
0.85219805,0.904035915
0.223479337,0.08095617
0.520912429,0.848060388
0.239749342,0.923772111
0.959405755,0.269136021
0.136973423,0.516755435
0.346691345,0.610543516
0.206978706,0.177082215
0.52947159,0.726427255
0.737512974,0.69394101
0.23015311,0.581230336
0.325214603,0.72200639
0.295131555,0.938237587
0.198258577,0.297699847
0.474278348,0.008847451
0.955426221,0.564878458
0.848000865,0.439400663
0.35044668,0.089406703
0.118622478,0.948652575
0.105252009,0.879682394
0.103388499,0.734662474
0.792251517,0.999455801
0.958586919,0.878347765
0.480980285,0.959260045
0.698983348,0.108965291
0.579321404,0.674514698
0.186249669,0.965727276
0.086195775,0.91164314
0.435502164,0.860303438
0.996187838,0.734116356
0.423239456,0.82171111
0.338858592,0.728437354
0.449776725,0.155933479
0.435716965,0.945579373
0.870759236,0.682269517
0.041412214,0.089839802
0.121919321,0.012316346
0.973759382,0.653502882
0.181407365,0.585025847
0.577431727,0.71268179
0.320459619,0.591235263
0.850454537,0.48566526
0.090743156,0.602435526
0.791219931,0.762395093
0.517842817,0.66912667
0.31362088,0.322137929
0.349091024,0.467457669
0.524600792,0.909971268
0.049661503,0.64544851
0.791440405,0.133803284
0.05677754,0.367727159
0.038405331,0.852986337
0.294686758,0.992564103
0.19551957,0.488647503
0.830220984,0.187421315
0.328747672,0.714540522
0.825024681,0.296458748
0.646953297,0.464475516
0.392212465,0.39905073
0.561006166,0.035218628
0.207625725,0.976044741
0.865140341,0.191792781
0.960820588,0.836312363
0.766772296,0.998675854
0.851799951,0.391400298
0.823062835,0.421842139
0.237698597,0.370635363
0.956748847,0.717850568
0.141192508,0.867820558
0.432071676,0.60171247
0.694280918,0.717583633
0.541755486,0.469849894
0.828752103,0.518402873
0.650202756,0.339938589
0.164095735,0.355784744
0.815457293,0.014778816
0.725600761,0.258043351
0.407347843,0.095857603
0.301969278,0.750083763
0.966218324,0.721593378
0.590374746,0.927282275
0.674232333,0.332641484
0.452362733,0.194177338
0.995263332,0.189889456
0.994917733,0.895288924
0.75198789,0.955626042
0.404589269,0.021489211
0.761431192,0.648415891
0.706406458,0.555135911
0.306919495,0.91658332
0.273489252,0.887545261
0.363828128,0.279910208
0.741269865,0.882737166
0.913614125,0.079428707
0.01095466,0.171660865
0.706023849,0.278718346
0.753968025,0.666075817
0.924545804,0.504925529
0.079554822,0.263282285
0.944350269,0.479480302
0.889096063,0.801970134
0.493556403,0.265211565
0.275949931,0.532130369
0.249704601,0.622663953
0.051647949,0.106499925
0.061983394,0.247294339
0.770655059,0.376828358
0.555126011,0.736653884
0.691928891,0.193260688
0.244967333,0.381276229
0.629902714,0.193935713
0.586745285,0.250180145
0.857233981,0.991814687
0.401340917,0.805106976
0.831024926,0.678732945
0.844772201,0.48515424
0.859922645,0.456858679
0.002873857,0.859071143
0.420634219,0.07072006
0.159748754,0.365588669
0.934633852,0.588184817
0.984924326,0.66610695
0.735962049,0.079370398
0.453195638,0.430036309
0.030666302,0.936332809
0.895761197,0.532936061
0.869904707,0.619795732
0.179520501,0.610639021
0.234289484,0.13283316
0.271456779,0.789428745
0.355668854,0.005161542
0.177560767,0.522548572
0.113549493,0.984175825
0.399361212,0.338344525
0.329170539,0.193404205
0.910859053,0.522831006
0.657534679,0.230827186
0.40240365,0.709999863
0.219514337,0.430854793
0.099140611,0.907013363
0.414208963,0.797081537
0.939668028,0.380984085
0.226915821,0.912529807
0.178825386,0.523061822
0.023118575,0.916041857
0.924309364,0.866430407
0.808956151,0.211137984
0.581983402,0.645487277
0.183041699,0.439874797
0.032623892,0.055483452
0.281105962,0.361650414
0.379217008,0.645583315
0.632552174,0.091039397
0.085311328,0.532067665
0.684745882,0.033883111
0.235447511,0.065144218
0.067556898,0.871584491
0.575685345,0.480164568
0.919234134,0.74287417
0.587776645,0.85747031
0.79239412,0.250011739
0.844194249,0.93900956
0.190558733,0.028707556
0.450907165,0.859273145
0.066734933,0.630857467
0.162212487,0.993866001
0.064509962,0.46320316
0.907565549,0.903441858
0.656285832,0.232609
0.325761507,0.079441847
0.767800851,0.705979319
0.952187989,0.311981675
0.789045552,0.503849589
0.502838403,0.756433526
0.744777499,0.992033431
0.29266324,0.978570662
0.370266982,0.039113081
0.198456187,0.244115242
0.846848071,0.365007985
0.748655646,0.460431742
0.455977722,0.19428397
0.555271372,0.662262412
0.682975782,0.084597246
0.544533976,0.433370485
0.952243958,0.868209305
0.816829991,0.360845562
0.507417579,0.177123258
0.916697892,0.956431469
0.058530032,0.742720065
0.979639035,0.688247842
0.021647769,0.74020384
0.200160088,0.492243947
0.086120411,0.587461078
0.957670413,0.58591077
0.326782988,0.393108745
0.349058383,0.432453029
0.265047801,0.307465987
0.568605173,0.393215668
0.746832017,0.621343511
0.610253094,0.682727278
0.590178655,0.670580079
0.079331649,0.013171421
0.483934402,0.462593643
0.72043019,0.651522286
0.081950278,0.004597453
0.286331872,0.085204565
0.157943068,0.56826912
0.843709047,0.305810642
0.369198262,0.066148632
0.296445856,0.213052833
0.105179687,0.341607606
0.372197486,0.957249757
0.646724676,0.085409303
0.410565949,0.909153746
0.152436455,0.346133869
0.17316641,0.575113162
0.896965568,0.426204191
0.789687442,0.608713124
0.631059698,0.851037945
0.111417438,0.29624133
0.912072969,0.513335009
0.432604172,0.802050956
0.114340915,0.592632671
0.863757059,0.188745744
0.571738596,0.077451279
0.961266567,0.929386432
0.993032927,0.400663112
0.421718985,0.900408676
0.603814694,0.183953252
0.45987501,0.928303911
0.839167815,0.867623227
